"Genus","taxonID","individualID","plotID","siteID","domainID","date","plantStatus","growthForm","canopyPosition","measurementHeight","basalStemDiameterMsrmntHeight","height","stemDiameter","basalStemDiameter","pointID","scientificName","stemDistance","stemAzimuth","year","FIA.Code","jenkins_model","Scientific.Name.with.Author","Common.Name","Family","habit","Species","Adj.Factor","model_name","betaZero","betaOne","chojnacky","Species.Group","Group","MedianSpecGrav","beta0","beta1","SapBeta1","SapBeta2","est.dbh","flag","AGBJenkins","AGBChojnacky","AGBAnnighofer"
"Picea","PIEN","NEON.PLA.D10.RMNP.03753","RMNP_014","RMNP","D10",2020-10-08,"Live","single bole tree","Partially shaded",150,NA,8,11.4,NA,33,"Picea engelmannii Parry ex Engelm.",6.1,308.2,"2020",93,"spruce","Picea engelmannii Parry ex Engelm.","Engelmann spruce","Pinaceae","tree","engelmannii",0.442,"sw5",-2.0773,2.3323,"PiceaBelow0.35spg","conifer","Conifer",0.33,-3.03,2.5567,2.24952,0.76318,NA,"Check",36.547633193836,24.3375217833868,NA
"Picea","PIEN","NEON.PLA.D10.RMNP.02434","RMNP_041","RMNP","D10",2020-09-09,"Live","small tree","Partially shaded",130,NA,1.7,1.3,NA,NA,"Picea engelmannii Parry ex Engelm.",NA,NA,"2020",93,"spruce","Picea engelmannii Parry ex Engelm.","Engelmann spruce","Pinaceae","tree","engelmannii",0.442,"sw5",-2.0773,2.3323,"PiceaBelow0.35spg","conifer","Conifer",0.33,-3.03,2.5567,2.24952,0.76318,NA,"Check",0.0344039661846763,0.0117181163199839,NA
"Picea","PIEN","NEON.PLA.D10.RMNP.04516","RMNP_014","RMNP","D10",2018-09-24,"Live","small tree",NA,130,NA,7.8,9.5,NA,NA,"Picea engelmannii Parry ex Engelm.",NA,NA,"2018",93,"spruce","Picea engelmannii Parry ex Engelm.","Engelmann spruce","Pinaceae","tree","engelmannii",0.442,"sw5",-2.0773,2.3323,"PiceaBelow0.35spg","conifer","Conifer",0.33,-3.03,2.5567,2.24952,0.76318,NA,"Check",3.55797749019229,1.89358488158448,NA
"Picea","PIEN","NEON.PLA.D10.RMNP.04516","RMNP_014","RMNP","D10",2020-10-08,"Live","small tree","Partially shaded",130,NA,8.3,9.6,NA,NA,"Picea engelmannii Parry ex Engelm.",NA,NA,"2020",93,"spruce","Picea engelmannii Parry ex Engelm.","Engelmann spruce","Pinaceae","tree","engelmannii",0.442,"sw5",-2.0773,2.3323,"PiceaBelow0.35spg","conifer","Conifer",0.33,-3.03,2.5567,2.24952,0.76318,NA,"Check",3.64594093204713,1.94496458290711,NA
"Picea","PIEN","NEON.PLA.D10.RMNP.04887A","RMNP_006","RMNP","D10",2018-10-01,"Live","multi-bole tree","Partially shaded",130,NA,9.3,10.2,NA,NA,"Picea engelmannii Parry ex Engelm.",NA,NA,"2018",93,"spruce","Picea engelmannii Parry ex Engelm.","Engelmann spruce","Pinaceae","tree","engelmannii",0.442,"sw5",-2.0773,2.3323,"PiceaBelow0.35spg","conifer","Conifer",0.33,-3.03,2.5567,2.24952,0.76318,NA,"Check",28.1966980322354,18.3136866461205,NA
"Picea","PIEN","NEON.PLA.D10.RMNP.04870","RMNP_006","RMNP","D10",2018-10-01,"Live","single bole tree","Mostly shaded",130,NA,10.1,11,NA,31,"Picea engelmannii Parry ex Engelm.",10,25,"2018",93,"spruce","Picea engelmannii Parry ex Engelm.","Engelmann spruce","Pinaceae","tree","engelmannii",0.442,"sw5",-2.0773,2.3323,"PiceaBelow0.35spg","conifer","Conifer",0.33,-3.03,2.5567,2.24952,0.76318,NA,"Check",33.6263889706988,22.2134696075115,NA
"Picea","PIEN","NEON.PLA.D10.RMNP.02223","RMNP_044","RMNP","D10",2018-09-04,"Standing dead","single bole tree",NA,130,NA,8.3,21.8,NA,41,"Picea engelmannii Parry ex Engelm.",17.3,351.4,"2018",93,"spruce","Picea engelmannii Parry ex Engelm.","Engelmann spruce","Pinaceae","tree","engelmannii",0.442,"sw5",-2.0773,2.3323,"PiceaBelow0.35spg","conifer","Conifer",0.33,-3.03,2.5567,2.24952,0.76318,NA,"Check",165.776189489301,127.678989553861,NA
"Picea","PIEN","NEON.PLA.D10.RMNP.03243","RMNP_044","RMNP","D10",2020-10-13,"Live","small tree","Partially shaded",130,NA,1.6,1.8,NA,NA,"Picea engelmannii Parry ex Engelm.",NA,NA,"2020",93,"spruce","Picea engelmannii Parry ex Engelm.","Engelmann spruce","Pinaceae","tree","engelmannii",0.442,"sw5",-2.0773,2.3323,"PiceaBelow0.35spg","conifer","Conifer",0.33,-3.03,2.5567,2.24952,0.76318,NA,"Check",0.0734903803699639,0.0269273769316166,NA
"Picea","PIEN","NEON.PLA.D10.RMNP.03417","RMNP_004","RMNP","D10",2018-10-01,"Live","small tree",NA,130,NA,6.3,7.2,NA,NA,"Picea engelmannii Parry ex Engelm.",NA,NA,"2018",93,"spruce","Picea engelmannii Parry ex Engelm.","Engelmann spruce","Pinaceae","tree","engelmannii",0.442,"sw5",-2.0773,2.3323,"PiceaBelow0.35spg","conifer","Conifer",0.33,-3.03,2.5567,2.24952,0.76318,NA,"Check",1.86386740260372,0.932139323220229,NA
"Picea","PIEN","NEON.PLA.D10.RMNP.03740","RMNP_014","RMNP","D10",2018-09-24,"Live","single bole tree","Full sun",130,NA,13.2,21.4,NA,33,"Picea engelmannii Parry ex Engelm.",4,355.5,"2018",93,"spruce","Picea engelmannii Parry ex Engelm.","Engelmann spruce","Pinaceae","tree","engelmannii",0.442,"sw5",-2.0773,2.3323,"PiceaBelow0.35spg","conifer","Conifer",0.33,-3.03,2.5567,2.24952,0.76318,NA,"Check",158.768417603823,121.77457265037,NA
